,RES1 Smith And Morehouse.Storage,RES2 Rockport.Storage,RES3 Echo.Storage,RES4 Lost Creek.Storage,RES5 East Canyon.Storage,RES6 Causey.Storage,RES7 Pineview.Storage,RES8 Willard Bay.Storage,RES9 Gravel Pit.Storage,RES10 Chalk Creek.Storage,Protected Pools.Pineview,Protected Pools.East Canyon,Weber Provo Diversion:SA1 Weber Provo Canal.Diversion,Oakley Diversion:SA2 Oakley to Wanship.Diversion,Wanship Diversion:SA3 Wanship to Echo.Diversion,Echo to Devils Slide Diversion:SA4 Echo to Devils Slide.Diversion,Lost Creek Diversion:SA5 Lost Creek.Diversion,Devils Slide to Stoddard Diversion:SA6 Devils Slide to Stodard.Diversion,Park City Diversion:SA7 Park City.Diversion,East Canyon Diversion:SA8 East Canyon.Diversion,Stoddard To Gateway Diversion:SA9 Stoddard To Gateway.Diversion,Gateway Canal Diversion:SA10 Gateway Canal.Diversion,Davis Weber Canal Diversion:SA11 Davis Weber Canal.Diversion,Weber Basin Project Ogden Valley:SA12 Weber Basin Project Ogden Valley.Diversion,Ogden Brigham and S Ogden Highline Canals:SA13 Ogden Brigham and S Ogden Highline Canals.Diversion,Ogden River Below Pineview Diversion:SA14 Ogden River Below Pineview.Diversion,Slaterville Diversion:SA15 Slaterville.Diversion,Warren Canal Diversion:SA16 Warren Canal.Diversion,Ogden Bay Bird Refuge Diversion:SA17 Ogden Bay Bird Refuge.Diversion,GSL Minerals Diversion:SA18 GSL Minerals.Diversion,Gateway To Slaterville Diversion:SA19 Gateway To Slaterville.Diversion,Additional WB Demand Diversion:SA20 Additional WB Demand.Diversion,Weber Provo Diversion:SA1 Weber Provo Canal.Diversion Requested,Oakley Diversion:SA2 Oakley to Wanship.Diversion Requested,Wanship Diversion:SA3 Wanship to Echo.Diversion Requested,Echo to Devils Slide Diversion:SA4 Echo to Devils Slide.Diversion Requested,Lost Creek Diversion:SA5 Lost Creek.Diversion Requested,Devils Slide to Stoddard Diversion:SA6 Devils Slide to Stodard.Diversion Requested,Park City Diversion:SA7 Park City.Diversion Requested,East Canyon Diversion:SA8 East Canyon.Diversion Requested,Stoddard To Gateway Diversion:SA9 Stoddard To Gateway.Diversion Requested,Gateway Canal Diversion:SA10 Gateway Canal.Diversion Requested,Davis Weber Canal Diversion:SA11 Davis Weber Canal.Diversion Requested,Weber Basin Project Ogden Valley:SA12 Weber Basin Project Ogden Valley.Diversion Requested,Ogden Brigham and S Ogden Highline Canals:SA13 Ogden Brigham and S Ogden Highline Canals.Diversion Requested,Ogden River Below Pineview Diversion:SA14 Ogden River Below Pineview.Diversion Requested,Slaterville Diversion:SA15 Slaterville.Diversion Requested,Warren Canal Diversion:SA16 Warren Canal.Diversion Requested,Ogden Bay Bird Refuge Diversion:SA17 Ogden Bay Bird Refuge.Diversion Requested,GSL Minerals Diversion:SA18 GSL Minerals.Diversion Requested,Gateway To Slaterville Diversion:SA19 Gateway To Slaterville.Diversion Requested,Additional WB Demand Diversion:SA20 Additional WB Demand.Diversion Requested,Chalk Creek and Weber River Confluence.Inflow1,Davis Weber Canal Sources Confluence.Inflow1,East Canyon Creek and Weber River Confluence.Inflow1,Independent Streams Confluence.Inflow1,Lost Creek and Weber River Confluence.Inflow1,Ogden and Weber River Confluence.Inflow1,Q11 Reach Gain Confluence.Inflow1,Q20 Reach Gain Confluence.Inflow1,Q37 Reach Gain Confluence.Inflow1,Q46 Reach Gain Confluence.Inflow1,Q53 Reach Gain Confluence.Inflow1,Q57 Reach Gain Confluence.Inflow1,Q68 Sewage Outfall Confluence.Inflow1,Q8 Reach Gain Confluence.Inflow1,Q81 Reach Gain Confluence.Inflow1,Q82 Reach Gain Confluence.Inflow1,Smith And Morehouse and Weber River Confluence.Inflow1,Wells Confluence.Inflow1,Wheeler Creek and Ogden River Confluence.Inflow1,Willard Bay Releases and Weber River Confluence.Inflow1,Chalk Creek and Weber River Confluence.Inflow2,Davis Weber Canal Sources Confluence.Inflow2,East Canyon Creek and Weber River Confluence.Inflow2,Independent Streams Confluence.Inflow2,Lost Creek and Weber River Confluence.Inflow2,Ogden and Weber River Confluence.Inflow2,Q11 Reach Gain Confluence.Inflow2,Q20 Reach Gain Confluence.Inflow2,Q37 Reach Gain Confluence.Inflow2,Q46 Reach Gain Confluence.Inflow2,Q53 Reach Gain Confluence.Inflow2,Q57 Reach Gain Confluence.Inflow2,Q68 Sewage Outfall Confluence.Inflow2,Q8 Reach Gain Confluence.Inflow2,Q81 Reach Gain Confluence.Inflow2,Q82 Reach Gain Confluence.Inflow2,Smith And Morehouse and Weber River Confluence.Inflow2,Wells Confluence.Inflow2,Wheeler Creek and Ogden River Confluence.Inflow2,Willard Bay Releases and Weber River Confluence.Inflow2,Chalk Creek and Weber River Confluence.Outflow,Davis Weber Canal Sources Confluence.Outflow,East Canyon Creek and Weber River Confluence.Outflow,Independent Streams Confluence.Outflow,Lost Creek and Weber River Confluence.Outflow,Ogden and Weber River Confluence.Outflow,Q11 Reach Gain Confluence.Outflow,Q20 Reach Gain Confluence.Outflow,Q37 Reach Gain Confluence.Outflow,Q46 Reach Gain Confluence.Outflow,Q53 Reach Gain Confluence.Outflow,Q57 Reach Gain Confluence.Outflow,Q68 Sewage Outfall Confluence.Outflow,Q8 Reach Gain Confluence.Outflow,Q81 Reach Gain Confluence.Outflow,Q82 Reach Gain Confluence.Outflow,Smith And Morehouse and Weber River Confluence.Outflow,Wells Confluence.Outflow,Wheeler Creek and Ogden River Confluence.Outflow,Willard Bay Releases and Weber River Confluence.Outflow,WBWCD ASR.Inflow,WBWCD ASR.Outflow,WBWCD ASR.Percolation,WBWCD ASR.Pumped Flow,WBWCD ASR.Storage,New Res Confluence.Inflow1,New Res Confluence.Inflow2,New Res Confluence.Outflow
7/1/1986,6236.341366,56281.59305,47325.25176,20732.07731,40009.65147,2873.28617,80591.49645,211265.4324,NaN,NaN,51436.412,20575.94592,2961.577965,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,7639.7,8944,6141,22550,5800,4900.5,3078,6075,0,2961.577965,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,7639.7,8944,6141,22550,5800,4900.5,3078,6075,0,3828.301233,18975,25690.26871,19893.80013,30919.26871,9395.357718,3000,29044.61627,35085.62643,24865.71544,6854.403269,0,5700.5,0,23350,5700.5,8199.686607,17643.80013,19905.40167,23350,1429.953894,0,9395.357718,306.1998671,0,13954.64228,828.3012329,1874.652436,7837.88914,9579.642282,785.2967308,931.2383219,5000,2865.620122,0,0,3693.891359,2250,190.2406076,4900.5,5258.255127,18975,35085.62643,20200,30919.26871,23350,3828.301233,30919.26871,42923.51557,34445.35772,7639.7,931.2383219,10700.5,2865.620122,23350,5700.5,11893.57797,19893.80013,20095.64228,28250.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
8/1/1986,6102.116298,51875.61974,22970.45061,19910.96557,29668.65236,1000.000001,51544.88754,197227.0686,NaN,NaN,36726.46462,19150.45081,2062.819583,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,4439.98754,8600,5874,23575,5104,4900.5,2736,5346,0,2062.819583,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,6657,8600,5874,23575,5104,4900.5,2736,5346,0,4925.371892,18150,23932.42131,18920.5252,28912.42131,8914.342861,3000,27976.85991,32846.76417,23174.68572,3530.62443,0,5004.5,0,22768.97404,4345.024212,6044.027082,16850.5252,19621.42854,23575,1155.587033,0,8914.342861,269.4748037,0,13854.63118,1925.371892,935.5614014,7556.44675,9235.657139,909.3631105,302.843428,5000,2954.42982,806.0259625,659.4757875,890.7925016,2070,107.2026344,4345.024212,6080.958925,18150,32846.76417,19190,28912.42131,22768.97404,4925.371892,28912.42131,40403.21092,32410.34286,4439.98754,302.843428,10004.5,2954.42982,23575,5004.5,6934.819583,18920.5252,19728.63118,27920.02421,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
9/1/1986,6841.900702,49644.47408,7760.081014,19279.44642,23157.03361,1000,32525.631,187609.5583,NaN,NaN,28367.22993,18192.86527,1621.745875,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,2329.658825,5848,4806,16400,3248,4779.5,1881,4131,0,1621.745875,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,5072,5848,4806,16400,3248,4779.5,1881,4131,0,5961.980979,13200,16737.81345,13912.37567,20970.81345,5536.540778,3000,20626.55204,22274.35423,15204.08156,1393.200782,0,6027.5,977.7452863,13514.1879,3666.381006,4179.491161,13052.37567,12709.42454,16400,1191.801409,0,5536.540778,227.6243283,0,7977.647118,2961.980979,344.2614139,6270.102999,7663.459222,936.4580435,1.779687423,2000,3264.069024,2885.812103,2361.118994,450,860,74.22258272,3666.381006,7153.782388,13200,22274.35423,14140,20970.81345,13514.1879,5961.980979,20970.81345,28544.45723,22867.54078,2329.658825,1.779687423,8027.5,4241.81431,16400,6027.5,4629.491161,13912.37567,12783.64712,20066.38101,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
10/1/1986,7485.037842,52278.12166,16613.28229,20637.80712,25045.75874,2105.983731,32700.26664,181840.6991,NaN,NaN,29743.59242,20092.00009,1930.609335,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,1930.609335,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,6827.09109,577.5,450,4811.19048,0,5923.763632,3000,0,750,1510.11387,600,2059.290185,5492,3772.821808,6523.763632,3487.677438,5334.631143,3721.19048,716.953178,8973.491207,2096.875499,5197.5,300,238.8095198,450,600,3827.09109,0,4481.304351,5477.149762,1459.290185,0,2000,2074.009408,2449.727575,2004.322562,450,1090,150.046822,2786.686231,8923.966589,5775,750,5050,450,6523.763632,6827.09109,0,5231.304351,6987.263632,2059.290185,2059.290185,7492,5846.831216,8973.491207,5492,5784.631143,4811.19048,867,11760.17744,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
11/1/1986,7984.743484,55707.52462,24753.27899,21502.35939,27266.10403,3166.283953,35035.5934,186925.2361,NaN,NaN,32080.21368,22312.34539,1644.808171,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,1644.808171,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,5934.464424,0,4003.807486,2780.441922,3553.807486,12251.90099,3000,0,4303.807486,7522.056507,600,2214.301162,6954,3338.180091,13064.53709,6954,4532.988262,850.4419225,600,6954,2205.532273,0,300,249.5580775,450,812.6360996,2934.464424,3553.807486,4068.690944,4972.844487,1614.301162,721.02559,2000,3091.222863,0,0,450,1930,212.6360996,0,8139.996697,0,4303.807486,3030,4003.807486,13064.53709,5934.464424,3553.807486,8372.498429,12494.90099,2214.301162,2935.326752,8954,6429.402954,13064.53709,6954,4982.988262,2780.441922,812.6360996,6954,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
12/1/1986,8264.411154,59164.32865,32774.42713,22427.8697,29152.98363,4101.854151,36574.07168,195001.7034,NaN,NaN,33618.69197,24199.22498,1315.190545,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,1315.190545,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,6313.32056,0,2145.512578,2833.753907,1695.512578,9617.021597,3000,0,2445.512578,5191.476988,600,2138.478285,1569.5,2789.110268,10381.26722,1569.5,3654.300813,1073.753907,600,1569.5,1707.827579,0,300,196.2460928,450,764.2456226,3313.32056,1695.512578,3819.718317,4668.54461,1538.478285,0,2000,3667.693767,0,0,450,1760,164.2456226,0,8021.148139,0,2445.512578,3030,2145.512578,10381.26722,6313.32056,1695.512578,6265.230895,9860.021597,2138.478285,2138.478285,3569.5,6456.804035,10381.26722,1569.5,4104.300813,2833.753907,764.2456226,1569.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1/1/1987,8350,61260,39715.07133,22510,30873.69746,4957.511025,38066.21462,210102.256,NaN,NaN,35110.83491,25919.93881,1093.320587,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,1093.320587,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,5473.212382,0,3894.353579,1818.789736,2894.325494,11078.53444,3797.473294,0,4194.353579,6726.400612,600,2092.142939,3226.067429,2465.492523,11841.58129,0,2943.764961,1028.789736,600,0,1467.431821,0,300,201.2102638,1000.028085,763.0468489,1675.739088,2894.325494,3560.836769,4352.133829,1492.142939,0,2000,3427.652119,3942.971302,3226.067429,615.0481488,790,163.0468489,0,6940.644203,0,4194.353579,2020,3894.353579,11841.58129,5473.212382,2894.325494,7755.190348,11078.53444,2092.142939,2092.142939,5226.067429,5893.144642,15784.55259,3226.067429,3558.813109,1818.789736,763.0468489,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
2/1/1987,8350,61260,48729.86982,22510,33053.37589,5907.035534,40568.89378,227302,NaN,NaN,37613.51407,28099.61725,1037.471079,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,1037.471079,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,7298.812086,0,4844.915383,2829.04419,3569.104954,17416.4457,5626.965017,0,5144.915383,9507.129721,600,3102.679162,0,2420.765851,18477.9941,0,2867.794311,2109.04419,600,0,1715.986401,0,300,200.9558102,1275.810429,1061.5484,1671.847069,3569.104954,6471.258528,7909.315978,2502.679162,0,2000,3206.199166,0,0,590.4426189,720,461.5483997,0,9014.798488,0,5144.915383,3030,4844.915383,18477.9941,7298.812086,3569.104954,11616.17391,17416.4457,3102.679162,3102.679162,2000,5626.965017,18477.9941,0,3458.23693,2829.04419,1061.5484,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
3/1/1987,8350,61260,63850.33065,22510,37209.61461,7564.259506,53292.86369,227302.1243,NaN,NaN,50337.48398,32255.85597,1461.115385,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,1461.115385,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,12256.66457,0,8297.239198,2807.108472,6817.453999,26852.75601,9050.756454,0,8597.239198,15631.3121,600,4921.805124,0,3409.269232,28247.10602,0,4064.790945,2147.108472,600,0,2863.796259,0,300,222.8915278,1479.785199,1394.350011,3205.908119,6817.453999,9181.181376,11221.4439,4321.805124,8402.164784,2000,5641.487221,0,0,805.5936726,660,794.3500111,0,15120.46083,0,8597.239198,3030,8297.239198,28247.10602,12256.66457,6817.453999,17778.42057,26852.75601,4921.805124,13323.96991,2000,9050.756454,28247.10602,0,4870.384618,2807.108472,1394.350011,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
4/1/1987,8350,61260,73940,22510,50792.15071,7870,110150,227302.9322,NaN,NaN,66150,21992.15071,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,55424.89484,1650,130459.8895,4747.769734,119881.6898,177910.9248,28733.60716,58723.60122,130629.8895,151214.582,11041.15736,30294.51496,120033.1064,22679.93275,180562.2386,120033.1064,16482.6274,2607.769734,292.5641595,121058.1064,13472.44646,0,170,302.2302659,10827.19965,2651.31376,26691.28767,61158.08859,23192.4623,28346.34281,19253.3576,27344.31706,2000,6183.572705,0,0,6197.30535,2140,2625.749601,0,68897.3413,1650,130629.8895,5050,130708.8895,180562.2386,55424.89484,119881.6898,153822.3518,179560.9248,30294.51496,57638.83202,122033.1064,28863.50545,180562.2386,120033.1064,22679.93275,4747.769734,2918.31376,121058.1064,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
5/1/1987,8350,61260,73940,21030.36037,51200,7870,110150,227304.0506,NaN,NaN,66150,22400,8229.31565,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,8229.31565,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,8336.147935,10725,21663.6827,8707.608089,26145.6827,48905.23674,8336.147935,14526.7135,23557.73616,37227.92697,7446.670576,3624.546644,11200.5,8211.316515,55451.43352,11200.5,19592.12895,7027.608089,9301.842555,24525.5,8343.565562,0,1894.053467,382.3919114,0,6546.196778,0,11618.9692,20913.7989,25561.30976,1249.876067,10036.09591,2000,3562.825727,0,0,7810.503214,1680,1249.354223,0,16679.7135,10725,23557.73616,9090,26145.6827,55451.43352,8336.147935,26145.6827,44471.53506,62789.23674,8696.546644,13660.64256,13200.5,11774.14224,55451.43352,11200.5,27402.63217,8707.608089,10551.19678,24525.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
6/1/1987,751.0000047,54936.1797,48800.97045,19090.16764,38007.19574,1000,87405.59111,214950.7885,NaN,NaN,54543.18009,18883.8578,1764.544174,11669.22334,2921,2352,1806,5727,558.6915452,3250,504,14140,14025,6836.779196,5848,5340,22550,4872,6715.5,2223,4617,0,1764.544174,13804,2921,2352,1806,5727,1650,3250,504,14140,14025,7291,5848,5340,22550,4872,6715.5,2223,4617,0,3000,14025,22870.07176,13639.76611,28597.07176,9698.86811,3000,25274.38646,32568.93987,24014.73622,6836.779196,0,6587.5,0,20188.94366,4655.726634,4520.723461,11589.76611,15830.07555,22550,0,0,9698.86811,500.2338933,0,10490.07555,0,3322.685298,3539.562456,4326.13189,0,0,5000,558.6915452,2361.056337,1931.773366,8913.044052,2050,0,4655.726634,3000,14025,32568.93987,14140,28597.07176,20188.94366,3000,28597.07176,36108.50233,28340.86811,6836.779196,0,11587.5,558.6915452,22550,6587.5,13433.76751,13639.76611,15830.07555,27205.72663,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
7/1/1987,751,49378.90503,18259.44676,17241.00564,25821.41982,1000,58600.13397,198919.4609,NaN,NaN,40592.8541,16825.90503,1992.827058,4606.230614,2921,2058,2236,5229,1320,2600,414,20200,18975,2376.790027,8944,6141,22550,5800,4900.5,3078,6075,0,1992.827058,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,7639.7,8944,6141,22550,5800,4900.5,3078,6075,0,3603.913539,18975,27078.92123,19923.5957,32307.92123,10142.72904,3000,32307.92123,37221.65027,26360.45808,1602.741852,0,5700.5,0,23350,5700.5,5777.386027,17673.5957,19217.48711,23350,777.8262056,0,10142.72904,276.4042987,0,13207.27096,603.9135389,0,7226.403512,8832.270959,774.0481754,732.1621092,5000,2246.66137,0,0,821.6716447,2250,130.7838513,4900.5,4381.739744,18975,37221.65027,20200,32307.92123,23350,3603.913539,32307.92123,44448.05378,35192.72904,2376.790027,732.1621092,10700.5,2246.66137,23350,5700.5,6599.057672,19923.5957,19348.27096,28250.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
8/1/1987,751,44690.87941,10.00000028,16319.58488,15410.33378,1000,23249.26536,184901.5441,NaN,NaN,19567.61123,15379.60475,1932.233376,4470.307745,2667,1960,1806,4980,1188,2340,378,19190,17968.47532,2472.664697,8600,5874,23575,5104,4900.5,2736,5346,0,1932.233376,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,6657,8600,5874,23575,5104,4900.5,2736,5346,0,4736.450329,17968.47532,17646.69083,18929.9227,22626.69083,2434.645604,3000,21860.25776,26605.09368,16739.04845,1624.780051,0,5004.5,0,22754.79845,4333.426005,5671.027374,16859.9227,26095.7806,23575,1017.60995,0,8958.402849,260.0772963,0,20320.15285,1736.450329,766.4330695,7371.877477,9010.072472,847.884646,193.8969198,5000,2633.360826,820.2015493,671.0739949,731.5137467,2070,98.37224707,4333.426005,5754.06028,17968.47532,26605.09368,19190,22626.69083,22754.79845,4736.450329,22626.69083,33976.97116,25749.12093,2472.664697,193.8969198,10004.5,2633.360826,23575,5004.5,6402.541121,18929.9227,26194.15285,27908.42601,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
9/1/1987,945.1160418,34303.03616,9.999999988,15599.97778,14196.19638,1000,99.99999987,163611.3749,NaN,NaN,5443.730111,14193.41672,1330.369325,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,2080.9349,5848,4806,16400,3248,4779.5,1881,4131,0,1330.369325,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,5072,5848,4806,16400,3248,4779.5,1881,4131,0,12129.77894,1320,7250.408885,13919.53522,11483.40888,2001.043293,10347.99286,11432.98398,7250.408885,0,1391.855925,0,6027.5,861.0945865,14388.27307,3971.862433,3771.463912,13059.53522,17126.87313,16900.71899,872.0873968,11880,0,220.4647842,1.86639E-12,12387.22978,1781.786077,50.42490552,6097.126331,7452.043293,689.0789752,0,2000,2537.245834,2512.445915,2055.637567,450,860,66.35664414,15351.14345,13001.86633,13200,7250.408885,14140,11483.40888,14388.27307,12129.77894,11483.40888,13347.53522,7452.043293,2080.9349,0,8027.5,3398.34042,16900.71899,6027.5,4221.463912,13919.53522,17193.22978,32251.86243,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
10/1/1987,941.1670154,35038.02473,4900.976068,15730.79622,15205.30941,2073.015741,100,156973.0789,NaN,NaN,803.7217442,15205.30941,1054.126817,81.2,127,19.6,0,0,0,0,0,5050,5775,0,781.1168071,0,3075,232,7260,1197,486,0,1054.126817,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,3990.263262,577.5,1044.411998,4864.905154,594.4119979,5456.08537,3000,0,1344.411998,1597.04218,600,1313.935432,5492,2378.42924,6056.08537,3672.376337,3193.960426,3774.905154,529.8558016,8280.069847,936.1087227,5197.5,300,185.0948459,450,600,990.2632621,594.4119979,4027.535337,4922.543189,713.9354325,0,2000,1552.764028,2223.984477,1819.623663,319.7956306,1090,70.14419845,3664.80649,4926.371985,5775,1344.411998,5050,1044.411998,6056.08537,3990.263262,594.4119979,5371.947335,6519.58537,1313.935432,1313.935432,7492,3931.193267,8280.069847,5492,3513.756057,4864.905154,600,11944.87634,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
11/1/1987,941.1670154,37277.21891,10717.90997,15993.09958,16624.86791,3023.098007,1732.879743,159644.0487,NaN,NaN,1732.879743,16624.86791,1092.706786,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,1092.706786,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,4537.757667,0,2001.695158,2788.235922,1551.695158,7935.61603,3000,0,2301.695158,4474.279793,600,1475.145427,6954,2549.649166,8640.244327,6049.173528,3234.11438,858.2359218,600,6049.173528,1279.176237,0,300,241.7640782,450,704.6282974,1537.757667,1551.695158,3030.820557,3704.336237,875.1454272,757.7343163,2000,2689.545015,1105.899022,904.8264725,408.2415716,1930,104.6282974,0,5816.933904,0,2301.695158,3030,2001.695158,8640.244327,4537.757667,1551.695158,5332.515715,8178.61603,1475.145427,2232.879743,8954,5239.194181,9746.143349,6954,3642.355952,2788.235922,704.6282974,6049.173528,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
12/1/1987,941.1670154,40096.26555,16185.43461,16437.79845,18080.25859,3890.346604,3072.872631,167895.4562,NaN,NaN,3072.872631,18080.25859,1009.728532,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,1009.728532,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,4243.706682,0,2083.259781,2794.931204,1633.259781,8201.077974,3000,0,2383.259781,4541.415806,600,1751.124179,1569.5,2356.033242,8905.452702,826.6603589,2947.357273,1034.931204,600,826.6603589,1223.817955,0,300,235.0687959,450,704.3747279,1243.706682,1633.259781,3193.087229,3902.662169,1151.124179,188.8687088,2000,3463.013396,907.9151169,742.8396411,418.4045016,1760,104.3747279,0,5467.524637,0,2383.259781,3030,2083.259781,8905.452702,4243.706682,1633.259781,5576.34701,8444.077974,1751.124179,1939.992888,3569.5,5819.046638,9813.367819,1569.5,3365.761774,2794.931204,704.3747279,826.6603589,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1/1/1988,941.1670154,42292.37637,21096.65219,16760.17915,19442.35288,4663.915069,5009.970792,179142.8432,NaN,NaN,5009.970792,19442.35288,870.6578136,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,870.6578136,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,3865.663972,0,2467.279931,1786.704933,2017.279931,8289.438271,3000,0,2767.279931,4704.063471,600,1702.792923,2415.418026,2031.534898,8979.209455,1.9286E-12,2643.893209,996.7049333,600,1.9286E-12,1045.553612,0,300,233.2950667,450,689.7711838,865.663972,2017.279931,2933.488473,3585.374801,1102.792923,834.3052384,2000,3164.575919,2952.177588,2415.418026,258.2995028,790,89.77118384,0,4911.217584,0,2767.279931,2020,2467.279931,8979.209455,3865.663972,2017.279931,5700.768404,8289.438271,1702.792923,2537.098161,4415.418026,5196.110818,11931.38704,2415.418026,2902.192712,1786.704933,689.7711838,1.9286E-12,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
2/1/1988,941.1670154,44082.12027,26174.44672,17055.09179,20867.79374,5310.310705,7170.562638,190004.9896,NaN,NaN,7170.562638,20867.79374,803.8302,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,803.8302,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,4017.015297,0,2122.152851,2837.37798,1672.152851,7111.753345,3000,0,2422.152851,3367.915184,600,1603.926782,3081.743773,1875.6038,7779.570629,1.80418E-12,2384.000936,2117.37798,600,1.80418E-12,1060.779233,0,300,192.6220198,450,667.8172843,1017.015297,1672.152851,3063.140313,3743.838161,1003.926782,1156.665064,2000,2914.140101,3766.575722,3081.743773,295.4330636,720,67.81728433,0,5077.79453,0,2422.152851,3030,2122.152851,7779.570629,4017.015297,1672.152851,5485.293164,7111.753345,1603.926782,2760.591846,5081.743773,4789.743901,11546.14635,3081.743773,2679.434,2837.37798,667.8172843,1.80418E-12,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
3/1/1988,941.1670154,48238.82254,31904.04814,17568.59955,23502.4762,6225.149917,15754.99985,209583.2259,NaN,NaN,15754.99985,23502.4762,1033.692362,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,1033.692362,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,4106.771556,0,4211.506321,2805.214207,3761.506321,16261.74564,3000,0,4511.506321,8619.246202,600,3001.286193,2624.784406,2411.948844,17252.85798,0,3084.627991,2145.214207,600,0,1622.829859,0,300,224.7857934,450,991.1123414,1106.771556,3761.506321,6252.954087,7642.499439,2401.286193,6183.151016,2000,4744.753426,3208.06983,2624.784406,361.0132148,660,391.1123414,0,5729.601415,0,4511.506321,3030,4211.506321,17252.85798,4106.771556,3761.506321,10764.46041,16261.74564,3001.286193,9184.43721,4624.784406,7156.702269,20460.92781,2624.784406,3445.641205,2805.214207,991.1123414,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
